SubjectArea,Subject,Band,Term,Definition
HASS,Civics and Citizenship,Year 7 to Year 10,Diversity,"The mix of people in a group or society; i.e. differences in factors such as age, abilities, culture and religion and/or in how people identify in relation to factors such as gender and sexuality."
HASS,Civics and Citizenship,Year 7 to Year 10,Division of power,The allocation of powers to different levels of government as described in the Australian Constitution or developed in practise over time.
HASS,Civics and Citizenship,Year 7 to Year 10,Election,An agreed voting process for citizens to express a preference for a candidate to represent their community or region. In Australia elections are administered by the Australian Electoral Commission.
HASS,Civics and Citizenship,Year 7 to Year 10,Evaluative language,"Positive or negative language that judges the worth of something. It includes language to express feelings and opinions; make judgements; and assess quality of objects, ideas and features of texts."
HASS,Civics and Citizenship,Year 7 to Year 10,Executive,"In the context of Australia, the Prime Minister and ministers, who report to parliament, oversee the implementation of policies and the administration of law which is undertaken by public servants."
HASS,Civics and Citizenship,Year 7 to Year 10,Federalism,A system of government in which powers and responsibilities are divided between a national government and separate governments in states or territories.
HASS,Civics and Citizenship,Year 7 to Year 10,Federation (Australia's),The process by which 6 self-governing British colonies came together as states in a unified country known as the Commonwealth of Australia.
HASS,Civics and Citizenship,Year 7 to Year 10,Global citizen,"At a global level, an individual’s rights are defined by the Universal Declaration of Human Rights and responsibilities are interpreted differently (e.g. to care for the environment)."
HASS,Civics and Citizenship,Year 7 to Year 10,Governance,"Responsibilities and practises guiding decision-making, use of resources and accountability (e.g. in national, state and territory and local governments; community organisations; corporations)."
HASS,Civics and Citizenship,Year 7 to Year 10,Government (Australian),"The official title of the Australian Government (or federal government) is the Commonwealth of Australia, as established by the Commonwealth of Australia Constitution Act at the time of Federation."
HASS,Civics and Citizenship,Year 7 to Year 10,Governor­-General,"A representative of a monarch who is the head of state and whose role and powers are defined in a nation’s constitution. In practise, the representative performs constitutional and ceremonial duties."
HASS,Civics and Citizenship,Year 7 to Year 10,Human rights,"The basic rights and freedoms to which all humans are entitled, often held to include the right to life and liberty, freedom of thought and expression, and equality before the law."
HASS,Civics and Citizenship,Year 7 to Year 10,Identity,"A person’s conception and expression of their individuality or association with a group; sense of belonging to a culture, state or nation, a region or the world regardless of one's citizenship status."
HASS,Civics and Citizenship,Year 7 to Year 10,Intertextual references,"Associations or connections between one text and other texts that may be overt or less explicit. They can take the form of direct quotation, parody, allusion or structural borrowing."
HASS,Civics and Citizenship,Year 7 to Year 10,Invasion,Entrance as if to take possession or overrun. British colonisation was experienced by First Nations Australians as an invasion that denied their occupation of and connection to Country/Place.
HASS,Civics and Citizenship,Year 7 to Year 10,Judge,"A person who interprets how the law applies in civil and criminal cases, and makes impartial decisions about cases in court."
HASS,Civics and Citizenship,Year 7 to Year 10,Juries,"A group of citizens who as part of the justice process in criminal trials determine guilt or otherwise; in civil trials, decide fault and damages"
HASS,Civics and Citizenship,Year 7 to Year 10,Justice,The concept that all people have the right to fair treatment and equal access to the benefits of society.
HASS,Civics and Citizenship,Year 7 to Year 10,Justice system,A system of laws and rulings which protect community members and their property (e.g. all Australians have under the law the right to seek justice).
HASS,Civics and Citizenship,Year 7 to Year 10,Kinship,"A system used to decide how people relate to each other and their roles, responsibilities and duties. A feature of First Nations Australians' social organisation and family relationships."
HASS,Civics and Citizenship,Year 7 to Year 10,Law,A system of rules that a particular country or community recognises as regulating the actions of its members and which it may enforce by imposing penalties and sanctions.
HASS,Civics and Citizenship,Year 7 to Year 10,Law (common),"Case law or precedent, body of English law traditionally based on custom and court decisions developed by judges through decisions of earlier courts and an understanding of current context."
HASS,Civics and Citizenship,Year 7 to Year 10,Law (customary),"The customary law of First Nations Peoples; however, in Australia, customary law is subject to constitutional and common law."
HASS,Civics and Citizenship,Year 7 to Year 10,Law (statutory),"In Australia, a written law, Act of parliament or legislation that starts as a bill, is passed by parliament, and starts upon royal assent, on a specified date or on a date declared in a proclamation."
HASS,Civics and Citizenship,Year 7 to Year 10,Lawyer,A qualified legal officer who gives advice on legal issues.
HASS,Civics and Citizenship,Year 7 to Year 10,Legal obligations (international),"Influence on Australian law of international conventions to which Australia is a signatory (e.g. human rights), principles or custom (e.g. the conduct of relationships or business)."
HASS,Civics and Citizenship,Year 7 to Year 10,Legal system / system of law,"Laws, processes for making those laws, and judicial systems that ensure laws are followed and enforced by members of countries or communities."
HASS,Civics and Citizenship,Year 7 to Year 10,Legislative processes,"Laws made by Australian parliaments (federal, state and territory), involving introduction of a bill, debate, voting for its approval or defeat, and assent."
HASS,Civics and Citizenship,Year 7 to Year 10,Lobby group,"A group that advocates with the intention of influencing community attitudes or the decisions of politicians, ministers or government."
HASS,Civics and Citizenship,Year 7 to Year 10,Mandate,The authority given to a political party or person to act in a particular way on a political issue (e.g. a political party with a majority in the lower house has a mandate from the people).
HASS,Civics and Citizenship,Year 7 to Year 10,Multi-faith,"Of a society or organisation characterised by support for, or free activity of, different beliefs and religions."
HASS,Civics and Citizenship,Year 7 to Year 10,Multicultural,"The belief and policy that Australians live in harmony whatever their cultural background, i.e. acceptance and encouragement of different cultures or cultural identities within the community."
HASS,Civics and Citizenship,Year 7 to Year 10,Multidimensional data,"Data that has many dimensions and values. The data is structured in many rows and columns and can be modelled and viewed in multiple dimensions, facilitating interpretation."
HASS,Civics and Citizenship,Year 7 to Year 10,Non-government organisation (NGO),"A non-profit, voluntary, independent group, organised at a local, national or international level, whose purpose is to address social or political issues such as humanitarian or environmental causes."
HASS,Civics and Citizenship,Year 7 to Year 10,Parliament,"An assembly of elected representatives where government is formed, laws are made, government work is examined and the people are represented; it usually comprises a lower house and an upper house."
HASS,Civics and Citizenship,Year 7 to Year 10,Parliamentary majority,A political party or coalition of parties that has the support of the majority of members in the lower house to form government (i.e. 50% plus one) to pass its bills and carry out its policies.
HASS,Civics and Citizenship,Year 7 to Year 10,Precedent,"Interpretations of law made by judges in higher courts, in cases with similar facts or involving similar legal principles, which are cited or followed in other similar cases."
HASS,Civics and Citizenship,Year 7 to Year 10,Proportional representation,"Representation of parties, groups or individuals in a legislature in proportion to the number of votes they received in an election."
HASS,Civics and Citizenship,Year 7 to Year 10,Referendum,A vote held about a change to the Australian Constitution. Any change needs approval from a national majority of electors in states and territories and a majority of electors in a majority of states.
HASS,Civics and Citizenship,Year 7 to Year 10,Region / regional,An area of the world sharing common characteristics (e.g. a geographical region such as South East Queensland or a regional intergovernmental organisation such as the Association of South-East Asian Nations (ASEAN)).
HASS,Civics and Citizenship,Year 7 to Year 10,Register,The level of formality of language used for a particular purpose and audience. Generally variation in register moves from formal (Good morning) to informal (Hi).
HASS,Civics and Citizenship,Year 7 to Year 10,Regulations,"Details of a law (e.g. a procedure or rules on how the Acts works) that have not been precisely defined in an Act of parliament, which may be developed and tabled later."
HASS,Civics and Citizenship,Year 7 to Year 10,Representatives,"In a democratic system of government, people chosen by electors to represent them in a parliament and to make laws on their behalf."
HASS,Civics and Citizenship,Year 7 to Year 10,Responsibilities,"Obligations associated with living in a modern democracy (e.g. in Australia this includes paying taxes, jury service, voting at elections)."
HASS,Civics and Citizenship,Year 7 to Year 10,Rights,Entitlements associated with living in a modern democracy (e.g. people in Australia enjoy the right to vote and freedom of speech).
HASS,Civics and Citizenship,Year 7 to Year 10,Rule of law,"Established legal principle that all people have equal rights before the law, the administration of the law is impartial, and that judges are independent."
HASS,Civics and Citizenship,Year 7 to Year 10,Rules,"A set of explicit or understood regulations or principles governing conduct or procedure in a particular area of activity (e.g. school rules, rules of cricket)."
HASS,Civics and Citizenship,Year 7 to Year 10,Secular,"Of or relating to the world rather than religion or spirituality, and to society governed by people’s laws through parliament rather than by religious regulations, restrictions or laws."
HASS,Civics and Citizenship,Year 7 to Year 10,Separation of powers,"Doctrine that the 3 arms of government – the executive, the legislature (parliament) and the judiciary – are separate and independent, with powers that act as a check and balance on each other."
HASS,Civics and Citizenship,Year 7 to Year 10,Social cohesion,"The extent to which members of society are connected, unified and supported, and where the wellbeing and equity of all people is promoted."
HASS,Civics and Citizenship,Year 7 to Year 10,Traditional owners,The original owners of a particular region based on their traditional and cultural associations with the land and who have ongoing traditional and cultural connections to that Country/Place.
HASS,Civics and Citizenship,Year 7 to Year 10,Trial,Official proceedings in a court of law to determine the guilt or innocence of a person accused of a crime.
HASS,Civics and Citizenship,Year 7 to Year 10,Tribunal,"A body which makes largely administrative rather than judicial decisions, with the exception of some state tribunals which may exercise some judicial power in small disputes such as tenancy issues."
HASS,Civics and Citizenship,Year 7 to Year 10,Validity,The state of being logically or factually sound.
HASS,Civics and Citizenship,Year 7 to Year 10,Values,Ideas and beliefs specific to individuals and groups.
HASS,Civics and Citizenship,Year 7 to Year 10,Victim,A person against whom a crime has been committed and who suffered direct consequences as a result of the commission of that crime.
HASS,Civics and Citizenship,Year 7 to Year 10,Voting,A way of formally expressing choice on a proposed resolution of an issue in a parliament or electing a representative or candidate to office.
HASS,Civics and Citizenship,Year 7 to Year 10,Voting system,"The procedure used to count votes cast in an election, including the count of first preference votes or the distribution of second and other preferences (e.g. preferential or first past the post)."
HASS,Civics and Citizenship,Year 7 to Year 10,Washington system,"United States system of government influencing Australia's Constitution (e.g. division of powers based on a federal system, a court to settle disputes between jurisdictions, 2-chamber legislature)."
HASS,Civics and Citizenship,Year 7 to Year 10,Westminster system,"United Kingdom system of government influencing Australia's Constitution (elected representatives make law, the Executive comprising ministers led by the Prime Minister is answerable to parliament)."
